ARrate CBP avgLength FirstARperc SecondARperc ThirdARperc 
50 0 2.21639 100 0 0 
60 0 2.15491 100 0 0 
70 0 2.16841 100 0 0 
80 0 2.13551 100 0 0 
90 0 2.125 100 0 0 
100 0 2.13105 100 0 0 
110 0 2.13886 100 0 0 
120 0 2.1848 100 0 0 
130 0 2.15471 100 0 0 
140 0.36846 2.16716 100 0 0 
150 0 2.13775 100 0 0 
160 0.499688 2.14564 100 0 0 
170 0.777778 2.13438 100 0 0 
180 1.27353 2.15087 100 0 0 
190 1.28999 2.13748 100 0 0 
200 0.852558 2.12393 100 0 0 
