ARrate CBP avgLength FirstARperc SecondARperc ThirdARperc 
50 0 2.21639 100 0 0 
60 0 2.15491 100 0 0 
70 0 2.16841 100 0 0 
80 0 2.13551 100 0 0 
90 0 2.125 100 0 0 
100 0.100806 2.13118 100 0 0 
110 0.0901713 2.13809 100 0 0 
120 1.12 2.1788 100 0 0 
130 0.822123 2.15448 100 0 0 
140 0.884304 2.16283 100 0 0 
150 1.12583 2.13396 100 0 0 
160 2.24859 2.13674 100 0 0 
170 2.16667 2.12663 100 0 0 
180 3.15615 2.14408 100 0 0 
190 3.04438 2.12826 100 0 0 
200 4.31294 2.11268 100 0 0 
