Arr_rate number Arr_Time  arr_TS  is_acc  is_USST src  dest  dur  rate  ARopt  selectedOp  pathLen  path
0.000555556 1800000 1.17537e+06 19589 1 1 9 11 60 1 19890,20028,20838 1 2 9-10-11
0.000555556 1800000 1.17548e+06 19591 1 1 5 6 60 1 19840,19966,20402 1 2 5-4-6
0.000555556 1800000 1.17781e+06 19630 1 2 3 14 45 10 19712,20434 183 3 3-7-8-14
0.000555556 1800000 1.17795e+06 19632 1 1 2 11 60 1 19977,20434,20484 0 3 2-4-10-11
0.000555556 1800000 1.17927e+06 19654 1 1 15 5 60 1 20111,20215,20226 0 7 15-12-14-8-11-10-4-5
0.000555556 1800000 1.18007e+06 19667 1 2 19 3 14 10 20275,20345 608 5 19-17-14-8-7-3
0.000555556 1800000 1.18113e+06 19685 1 2 6 19 6 10 19869,20026 210 5 6-4-10-11-18-19
0.000555556 1800000 1.18368e+06 19728 1 1 17 4 60 1 20118,20143,20509 0 5 17-14-8-11-10-4
0.000555556 1800000 1.18434e+06 19738 1 1 11 7 60 1 20394,20782,20822 0 2 11-8-7
0.000555556 1800000 1.1856e+06 19759 1 1 4 5 60 1 19953,20343,20363 0 1 4-5
0.000555556 1800000 1.18638e+06 19772 1 1 15 7 60 1 19849,20365,20377 2 7 15-16-17-19-18-11-8-7
0.000555556 1800000 1.18724e+06 19787 1 2 6 13 13 10 20730,21162 943 6 6-3-7-8-14-12-13
0.000555556 1800000 1.18794e+06 19798 1 1 7 4 60 1 20113,20373,20551 0 2 7-3-4
0.000555556 1800000 1.18815e+06 19802 1 1 10 2 60 1 19994,20966,21083 0 2 10-4-2
0.000555556 1800000 1.18929e+06 19821 1 1 13 5 60 1 20105,20320,20829 0 7 13-12-14-8-11-10-4-5
0.000555556 1800000 1.19011e+06 19835 1 1 14 8 60 1 20152,20337,20995 2 1 14-8
0.000555556 1800000 1.19099e+06 19849 1 1 12 3 60 1 20218,20586,21024 1 4 12-14-8-7-3
0.000555556 1800000 1.19277e+06 19879 1 1 12 4 60 1 19902,19916,19926 2 5 12-14-8-11-10-4
0.000555556 1800000 1.19416e+06 19902 1 2 11 3 2 10 20877,20957 975 3 11-8-7-3
0.000555556 1800000 1.19543e+06 19923 1 1 18 11 60 1 20192,20517,20988 0 1 18-11
0.000555556 1800000 1.19934e+06 19989 1 2 12 9 54 10 20567,21285 599 8 12-15-16-17-19-18-11-10-9
0.000555556 1800000 1.20064e+06 20010 1 2 16 13 39 10 20174,20921 164 2 16-15-13
0.000555556 1800000 1.20089e+06 20014 1 1 3 15 60 1 20202,20280,20323 0 5 3-7-8-14-12-15
0.000555556 1800000 1.20108e+06 20018 1 1 2 11 60 1 20348,21055,21120 0 3 2-4-10-11
0.000555556 1800000 1.2026e+06 20043 1 2 2 18 2 10 20070,20192 27 4 2-7-8-11-18
0.000555556 1800000 1.20848e+06 20141 1 2 17 6 57 10 20618,21394 505 5 17-14-8-7-3-6
0.000555556 1800000 1.20879e+06 20146 1 2 7 10 2 10 20280,21149 134 2 7-9-10
0.000555556 1800000 1.20905e+06 20150 1 2 10 7 11 10 20344,20346 194 2 10-9-7
0.000555556 1800000 1.20927e+06 20154 1 1 2 14 60 1 20168,21342,21364 1 3 2-7-8-14
0.000555556 1800000 1.21486e+06 20247 1 1 11 3 60 1 20802,21119,21350 0 3 11-8-7-3
0.000555556 1800000 1.21496e+06 20249 1 2 7 19 5 10 20867,21342 618 4 7-8-14-17-19
0.000555556 1800000 1.21645e+06 20274 1 1 5 11 60 1 20394,21016,21594 0 3 5-4-10-11
0.000555556 1800000 1.218e+06 20299 1 1 16 5 60 1 20468,21370,21655 0 7 16-17-14-8-11-10-4-5
0.000555556 1800000 1.21871e+06 20311 1 2 18 9 8 10 20573,21477 262 3 18-11-10-9
0.000555556 1800000 1.22039e+06 20339 1 1 11 8 60 1 20345,20963,21499 0 1 11-8
0.000555556 1800000 1.22076e+06 20346 1 1 19 12 60 1 20995,21225,21603 0 3 19-17-14-12
0.000555556 1800000 1.22189e+06 20364 1 2 9 13 36 10 20665,21156 379 5 9-7-8-14-12-13
0.000555556 1800000 1.22301e+06 20383 1 1 4 17 60 1 20562,20614,21693 0 5 4-3-7-8-14-17
0.000555556 1800000 1.22375e+06 20395 1 1 16 14 60 1 20445,20715,20953 0 2 16-17-14
0.000555556 1800000 1.22493e+06 20415 1 1 11 10 60 1 20809,20991,21489 0 1 11-10
0.000555556 1800000 1.23137e+06 20522 1 2 17 3 6 10 20802,21239 280 6 17-19-18-11-10-4-3
0.000555556 1800000 1.23428e+06 20571 1 2 9 16 6 10 21346,21506 796 6 9-10-11-18-19-17-16
0.000555556 1800000 1.23522e+06 20586 1 1 17 16 60 1 20610,20832,21633 1 1 17-16
0.000555556 1800000 1.24021e+06 20670 1 2 12 14 4 10 21263,21358 593 1 12-14
0.000555556 1800000 1.24093e+06 20682 1 2 18 10 20 10 21092,22035 410 2 18-11-10
0.000555556 1800000 1.24728e+06 20787 1 1 15 14 60 1 20929,21315,21982 0 2 15-12-14
0.000555556 1800000 1.24901e+06 20816 1 2 7 18 4 10 20839,22056 46 3 7-8-11-18
0.000555556 1800000 1.25128e+06 20854 1 1 12 10 60 1 22049,22099,22131 0 4 12-14-8-11-10
0.000555556 1800000 1.2531e+06 20884 1 1 18 16 60 1 20948,21296,22198 0 5 18-11-8-14-17-16
0.000555556 1800000 1.25429e+06 20904 1 2 8 19 7 10 20954,21814 84 6 8-7-9-10-11-18-19
0.000555556 1800000 1.25586e+06 20930 1 2 18 14 13 10 21138,21988 208 3 18-11-8-14
0.000555556 1800000 1.25624e+06 20937 1 1 3 1 60 1 21378,21651,22248 0 1 3-1
0.000555556 1800000 1.25643e+06 20940 1 1 3 8 60 1 21406,21415,22072 0 2 3-7-8
0.000555556 1800000 1.25971e+06 20995 1 2 11 1 14 10 22249,22368 1254 3 11-8-7-1
0.000555556 1800000 1.25978e+06 20996 1 1 3 19 60 1 21278,21647,22262 0 5 3-7-8-14-17-19
0.000555556 1800000 1.26057e+06 21009 1 1 19 18 60 1 21272,21769,22044 0 5 19-17-14-8-11-18
0.000555556 1800000 1.26154e+06 21025 1 1 18 19 60 1 21287,21606,21730 0 5 18-11-8-14-17-19
0.000555556 1800000 1.26222e+06 21036 1 2 7 1 2 10 21165,21685 129 1 7-1
0.000555556 1800000 1.26287e+06 21047 1 2 6 15 37 10 21092,21528 45 6 6-3-7-8-14-12-15
0.000555556 1800000 1.26299e+06 21049 1 2 5 6 39 10 22090,22409 1041 2 5-4-6
0.000555556 1800000 1.26376e+06 21062 1 1 4 12 60 1 21252,21618,22154 0 8 4-10-11-8-14-17-16-15-12
0.000555556 1800000 1.26809e+06 21134 1 2 7 10 9 10 21337,22217 203 2 7-9-10
0.000555556 1800000 1.26902e+06 21150 1 1 4 3 60 1 21202,21675,21923 0 1 4-3
0.000555556 1800000 1.27039e+06 21173 1 1 15 19 60 1 21306,21851,22249 0 3 15-16-17-19
0.000555556 1800000 1.27042e+06 21173 1 2 19 1 15 10 21967,22210 794 5 19-17-14-8-7-1
0.000555556 1800000 1.27262e+06 21210 1 1 5 12 60 1 21591,21694,21721 0 6 5-4-10-11-8-14-12
0.000555556 1800000 1.27385e+06 21230 1 1 8 16 60 1 21675,21930,22473 0 3 8-14-17-16
0.000555556 1800000 1.27443e+06 21240 1 1 19 7 60 1 21418,21719,22527 0 4 19-17-14-8-7
0.000555556 1800000 1.27533e+06 21255 1 2 1 12 55 10 22248,22600 1001 9 1-3-4-10-11-18-19-17-14-12
0.000555556 1800000 1.27641e+06 21273 1 2 3 2 5 10 21702,21753 429 2 3-7-2
0.000555556 1800000 1.27824e+06 21303 1 2 12 7 4 10 21433,22229 175 3 12-14-8-7
0.000555556 1800000 1.28e+06 21333 1 1 16 7 60 1 21547,21731,22446 0 4 16-17-14-8-7
0.000555556 1800000 1.28159e+06 21359 1 1 15 17 60 1 21915,22363,22514 0 2 15-16-17
0.000555556 1800000 1.28258e+06 21376 1 1 5 17 60 1 22116,22153,22566 1 6 5-4-10-11-8-14-17
0.000555556 1800000 1.28363e+06 21393 1 2 19 4 6 10 22088,22528 716 4 19-18-11-10-4
0.000555556 1800000 1.28446e+06 21407 1 1 6 15 60 1 21580,22479,22745 0 6 6-3-7-8-14-12-15
0.000555556 1800000 1.28487e+06 21414 1 1 4 9 60 1 21434,21581,21665 0 2 4-10-9
0.000555556 1800000 1.28621e+06 21436 1 1 11 17 60 1 22103,22721,22813 0 3 11-8-14-17
0.000555556 1800000 1.29167e+06 21527 1 2 14 3 4 10 21885,22494 358 3 14-8-7-3
0.000555556 1800000 1.2926e+06 21543 1 1 14 6 60 1 21996,22177,22378 0 4 14-8-7-3-6
0.000555556 1800000 1.29373e+06 21562 1 1 14 7 60 1 21712,21791,22107 0 2 14-8-7
0.000555556 1800000 1.29395e+06 21565 1 1 15 14 60 1 21571,22023,22470 0 2 15-12-14
0.000555556 1800000 1.29495e+06 21582 1 2 7 12 47 10 21598,21937 190 3 7-8-14-12
0.000555556 1800000 1.2982e+06 21636 1 2 14 15 58 10 22034,22637 398 3 14-17-16-15
0.000555556 1800000 1.29895e+06 21649 1 1 15 4 60 1 22329,22462,22770 0 6 15-12-14-8-11-10-4
0.000555556 1800000 1.30084e+06 21680 1 1 14 2 60 1 22321,22791,22976 0 3 14-8-7-2
0.000555556 1800000 1.30563e+06 21760 1 2 19 1 26 10 22210,22543 453 5 19-17-14-8-7-1
0.000555556 1800000 1.30637e+06 21772 1 2 16 10 7 10 22034,22692 467 5 16-17-14-8-11-10
0.000555556 1800000 1.30817e+06 21802 1 1 10 12 60 1 22621,22627,22670 0 4 10-11-8-14-12
0.000555556 1800000 1.30851e+06 21808 1 1 18 14 60 1 21997,22223,22792 0 3 18-11-8-14
0.000555556 1800000 1.30864e+06 21810 1 1 4 19 60 1 22545,23018,23150 0 6 4-10-11-8-14-17-19
0.000555556 1800000 1.30899e+06 21816 1 1 17 18 60 1 22404,22489,22564 0 4 17-14-8-11-18
0.000555556 1800000 1.31126e+06 21854 1 2 19 17 2 10 21885,22487 31 1 19-17
0.000555556 1800000 1.31246e+06 21874 1 1 5 18 60 1 21904,22222,22517 0 4 5-4-10-11-18
0.000555556 1800000 1.31501e+06 21916 1 1 15 18 60 1 22061,22160,22777 0 5 15-12-14-8-11-18
0.000555556 1800000 1.31821e+06 21970 1 2 5 16 10 10 22783,23104 813 7 5-4-10-11-18-19-17-16
0.000555556 1800000 1.31989e+06 21998 1 2 16 15 39 10 22737,22869 739 1 16-15
0.000555556 1800000 1.32011e+06 22001 1 1 13 1 60 1 22180,22765,23243 1 5 13-12-14-8-7-1
0.000555556 1800000 1.32573e+06 22095 1 1 5 6 60 1 22871,23292,23295 0 2 5-4-6
0.000555556 1800000 1.32985e+06 22164 1 1 6 13 60 1 22805,22967,23208 0 6 6-3-7-8-14-12-13
0.000555556 1800000 1.33114e+06 22185 1 2 19 14 7 10 23546,23602 1361 2 19-17-14
0.000555556 1800000 1.33363e+06 22227 1 1 6 17 60 1 23069,23346,23519 0 5 6-3-7-8-14-17
0.000555556 1800000 1.33398e+06 22233 1 2 11 6 6 10 22765,23182 532 3 11-10-4-6
0.000555556 1800000 1.33575e+06 22262 1 1 13 12 60 1 22512,23064,23634 0 1 13-12
0.000555556 1800000 1.33619e+06 22269 1 1 2 1 60 1 22694,22940,23392 0 1 2-1
0.000555556 1800000 1.33817e+06 22302 1 2 4 14 11 10 22902,23633 600 4 4-10-11-8-14
0.000555556 1800000 1.33838e+06 22306 1 2 15 5 4 10 22340,23286 83 7 15-12-14-8-11-10-4-5
0.000555556 1800000 1.33917e+06 22319 1 1 14 15 60 1 22656,22983,23573 0 2 14-12-15
0.000555556 1800000 1.34021e+06 22336 0 1 15 5 60 1 22744,22789,22857 -1 -1 
0.000555556 1800000 1.34268e+06 22377 1 2 12 15 4 10 22548,22588 171 1 12-15
0.000555556 1800000 1.34312e+06 22385 1 2 12 18 13 10 22991,23127 606 4 12-14-8-11-18
0.000555556 1800000 1.34342e+06 22390 1 1 2 19 60 1 22757,23678,23749 1 5 2-4-10-11-18-19
0.000555556 1800000 1.34455e+06 22409 1 1 2 1 60 1 23193,23418,23563 0 1 2-1
0.000555556 1800000 1.34471e+06 22411 1 1 3 1 60 1 22471,22552,23538 0 1 3-1
0.000555556 1800000 1.34514e+06 22418 1 2 14 18 6 10 22676,23694 263 3 14-8-11-18
0.000555556 1800000 1.34526e+06 22421 1 2 11 13 20 10 22423,23102 2 6 11-18-19-17-16-15-13
0.000555556 1800000 1.34681e+06 22446 1 2 9 16 4 10 23190,23486 744 5 9-7-8-14-17-16
0.000555556 1800000 1.34705e+06 22450 1 2 6 10 13 10 22587,23729 137 4 6-3-7-9-10
0.000555556 1800000 1.3521e+06 22534 1 2 19 13 21 10 22602,22856 71 4 19-17-16-15-13
0.000555556 1800000 1.3576e+06 22626 1 2 13 14 8 10 22999,23855 373 4 13-15-16-17-14
0.000555556 1800000 1.36226e+06 22704 1 1 16 1 60 1 23480,23599,24042 0 5 16-17-14-8-7-1
0.000555556 1800000 1.3638e+06 22730 1 1 19 10 60 1 22929,23125,23562 0 5 19-17-14-8-11-10
0.000555556 1800000 1.36682e+06 22780 1 1 4 1 60 1 22864,23574,23940 0 2 4-3-1
0.000555556 1800000 1.36776e+06 22796 1 2 8 11 34 10 23792,23948 996 1 8-11
0.000555556 1800000 1.37041e+06 22840 1 1 3 8 60 1 23274,23653,24138 0 2 3-7-8
0.000555556 1800000 1.37336e+06 22889 1 2 13 19 29 10 23330,23546 441 4 13-15-16-17-19
0.000555556 1800000 1.37382e+06 22896 1 1 7 12 60 1 22999,23293,23893 1 3 7-8-14-12
0.000555556 1800000 1.37747e+06 22957 1 2 7 17 10 10 23075,23738 118 6 7-9-10-11-18-19-17
0.000555556 1800000 1.37816e+06 22969 1 1 12 10 60 1 23053,23799,24202 0 6 12-14-8-7-3-4-10
0.000555556 1800000 1.37843e+06 22973 1 1 1 4 60 1 22985,23081,23507 0 2 1-3-4
0.000555556 1800000 1.37909e+06 22984 1 1 10 5 60 1 23054,23380,23986 0 2 10-4-5
0.000555556 1800000 1.38338e+06 23056 1 1 8 1 60 1 23740,24075,24358 0 2 8-7-1
0.000555556 1800000 1.38666e+06 23111 1 2 8 1 9 10 23338,24363 227 5 8-11-10-9-7-1
0.000555556 1800000 1.38681e+06 23113 1 2 13 11 2 10 23634,23841 521 4 13-12-14-8-11
0.000555556 1800000 1.39357e+06 23226 1 2 14 13 3 10 24397,24611 1171 2 14-12-13
0.000555556 1800000 1.39382e+06 23230 1 2 13 19 12 10 23551,23678 321 6 13-12-14-8-11-18-19
0.000555556 1800000 1.39658e+06 23276 1 1 19 17 60 1 23613,23630,24520 0 1 19-17
0.000555556 1800000 1.39718e+06 23286 1 2 5 6 2 10 24422,24551 1136 2 5-4-6
0.000555556 1800000 1.4012e+06 23353 1 1 12 5 60 1 23720,24055,24401 0 6 12-14-8-11-10-4-5
0.000555556 1800000 1.40225e+06 23370 1 1 13 1 60 1 23404,23621,23762 0 5 13-12-14-8-7-1
0.000555556 1800000 1.40491e+06 23415 1 1 16 11 60 1 23733,24326,24564 0 7 16-17-14-8-7-9-10-11
0.000555556 1800000 1.40783e+06 23463 1 2 17 1 2 10 23994,24574 531 4 17-14-8-7-1
0.000555556 1800000 1.41732e+06 23622 1 1 6 19 60 1 23666,23883,24553 0 6 6-3-7-8-14-17-19
0.000555556 1800000 1.42128e+06 23688 1 2 1 3 2 10 24551,24607 863 1 1-3
0.000555556 1800000 1.42179e+06 23696 1 2 9 10 3 10 24312,24539 616 1 9-10
0.000555556 1800000 1.42614e+06 23768 1 1 14 5 60 1 23925,24379,24561 0 5 14-8-11-10-4-5
0.000555556 1800000 1.43512e+06 23918 1 1 4 15 60 1 24199,24503,24727 0 6 4-10-11-8-14-12-15
0.000555556 1800000 1.43658e+06 23943 1 2 15 7 3 10 24357,25319 414 4 15-12-14-8-7
0.000555556 1800000 1.4393e+06 23988 1 2 8 6 22 10 24227,24880 239 3 8-7-3-6
0.000555556 1800000 1.4396e+06 23993 1 2 17 8 8 10 24181,25275 188 2 17-14-8
0.000555556 1800000 1.44112e+06 24018 1 1 11 8 60 1 24265,24672,25241 0 1 11-8
0.000555556 1800000 1.44365e+06 24060 1 2 9 12 44 10 24496,25216 436 4 9-7-8-14-12
0.000555556 1800000 1.44903e+06 24150 1 1 8 10 60 1 24334,25107,25258 0 2 8-11-10
0.000555556 1800000 1.44979e+06 24163 1 2 18 4 9 10 24721,25125 558 3 18-11-10-4
0.000555556 1800000 1.44999e+06 24166 1 1 16 12 60 1 24583,24721,25504 0 2 16-15-12
0.000555556 1800000 1.45064e+06 24177 1 2 16 4 3 10 24970,25122 793 6 16-17-14-8-11-10-4
0.000555556 1800000 1.45505e+06 24250 1 1 18 16 60 1 24758,25275,25464 0 5 18-11-8-14-17-16
0.000555556 1800000 1.45983e+06 24330 1 2 6 13 25 10 24406,24499 76 6 6-3-7-8-14-12-13
0.000555556 1800000 1.46274e+06 24378 1 1 4 14 60 1 24509,24563,25751 1 4 4-10-11-8-14
0.000555556 1800000 1.46296e+06 24382 1 2 7 4 23 10 24826,24982 444 2 7-3-4
0.000555556 1800000 1.46317e+06 24386 1 2 4 3 41 10 25015,25752 629 1 4-3
0.000555556 1800000 1.4632e+06 24386 1 1 12 10 60 1 24659,24978,25416 0 4 12-14-8-11-10
0.000555556 1800000 1.46578e+06 24429 1 1 12 1 60 1 24496,25171,25218 1 4 12-14-8-7-1
0.000555556 1800000 1.46858e+06 24476 1 1 3 18 60 1 25036,25454,25631 0 4 3-7-8-11-18
0.000555556 1800000 1.47218e+06 24536 1 1 19 4 60 1 24725,25248,25580 0 6 19-17-14-8-7-3-4
0.000555556 1800000 1.47331e+06 24555 1 2 3 4 26 10 24717,24891 162 2 3-6-4
0.000555556 1800000 1.47583e+06 24597 1 1 1 8 60 1 24663,24973,25148 0 2 1-7-8
0.000555556 1800000 1.47761e+06 24626 1 2 17 9 2 10 24734,25095 192 4 17-14-8-7-9
0.000555556 1800000 1.4789e+06 24648 1 2 15 7 2 10 25537,26078 889 4 15-12-14-8-7
0.000555556 1800000 1.47962e+06 24660 1 1 3 13 60 1 24769,25770,25785 1 5 3-7-8-14-12-13
0.000555556 1800000 1.47965e+06 24660 1 1 15 6 60 1 24714,24751,24902 1 6 15-12-14-8-7-3-6
0.000555556 1800000 1.48365e+06 24727 1 1 9 13 60 1 25296,25506,25903 0 5 9-7-8-14-12-13
0.000555556 1800000 1.48763e+06 24793 1 2 6 15 60 10 24863,25996 70 6 6-3-7-8-14-12-15
0.000555556 1800000 1.49699e+06 24949 1 2 1 17 11 10 24962,25884 24 4 1-7-8-14-17
0.000555556 1800000 1.49752e+06 24958 1 2 17 11 25 10 25169,25926 211 3 17-19-18-11
0.000555556 1800000 1.49757e+06 24959 1 1 12 14 60 1 25104,25484,25844 0 1 12-14
0.000555556 1800000 1.49845e+06 24974 1 2 10 13 43 10 25418,26270 444 5 10-11-8-14-12-13
0.000555556 1800000 1.49867e+06 24977 1 2 18 10 2 10 25068,26118 91 2 18-11-10
0.000555556 1800000 1.49969e+06 24994 1 1 12 8 60 1 25257,25514,25819 0 2 12-14-8
0.000555556 1800000 1.5103e+06 25171 1 2 10 1 9 10 25600,26187 429 3 10-9-7-1
0.000555556 1800000 1.51704e+06 25284 1 2 13 12 7 10 25467,26707 183 1 13-12
0.000555556 1800000 1.5192e+06 25320 1 1 4 14 60 1 25469,25738,26128 0 4 4-10-11-8-14
0.000555556 1800000 1.52285e+06 25380 1 2 1 13 16 10 25915,26329 535 5 1-7-8-14-12-13
0.000555556 1800000 1.52309e+06 25384 1 2 3 1 2 10 25748,26642 364 1 3-1
0.000555556 1800000 1.52427e+06 25404 1 2 14 18 26 10 25476,26470 76 3 14-17-19-18
0.000555556 1800000 1.52773e+06 25462 1 1 9 11 60 1 25734,25828,26758 0 2 9-10-11
0.000555556 1800000 1.52909e+06 25484 1 2 7 14 2 10 26161,26880 677 2 7-8-14
0.000555556 1800000 1.52977e+06 25496 1 2 2 7 14 10 25585,25717 89 1 2-7
0.000555556 1800000 1.53063e+06 25510 1 1 19 6 60 1 25937,26189,26549 0 6 19-17-14-8-7-3-6
0.000555556 1800000 1.53083e+06 25513 1 1 18 16 60 1 25769,26660,26794 0 5 18-11-8-14-17-16
0.000555556 1800000 1.53091e+06 25515 1 1 3 4 60 1 25529,25705,26886 0 1 3-4
0.000555556 1800000 1.53477e+06 25579 1 2 3 8 18 10 26149,26554 570 4 3-4-10-11-8
0.000555556 1800000 1.53761e+06 25626 1 2 2 16 8 10 26479,26567 853 5 2-7-8-14-17-16
0.000555556 1800000 1.53856e+06 25642 1 1 19 12 60 1 25830,26670,26879 0 3 19-17-14-12
0.000555556 1800000 1.53943e+06 25657 1 2 13 19 11 10 26754,26891 1097 4 13-15-16-17-19
0.000555556 1800000 1.54051e+06 25675 1 2 5 1 2 10 26120,26192 445 3 5-4-3-1
0.000555556 1800000 1.54097e+06 25682 1 2 17 15 2 10 25833,26011 151 2 17-16-15
0.000555556 1800000 1.54228e+06 25704 1 1 15 14 60 1 25926,26460,26922 0 3 15-16-17-14
0.000555556 1800000 1.54634e+06 25772 1 2 12 2 38 10 25999,26999 227 4 12-14-8-7-2
0.000555556 1800000 1.54817e+06 25802 1 2 8 6 2 10 25926,26152 124 4 8-11-10-4-6
0.000555556 1800000 1.55057e+06 25842 1 1 10 1 60 1 26017,26130,26842 0 3 10-9-7-1
0.000555556 1800000 1.55095e+06 25849 1 1 5 16 60 1 25915,26722,26977 2 7 5-4-10-11-18-19-17-16
0.000555556 1800000 1.55332e+06 25888 1 1 8 18 60 1 26225,26248,26342 0 2 8-11-18
0.000555556 1800000 1.55366e+06 25894 1 1 9 8 60 1 26247,26392,26439 0 2 9-7-8
0.000555556 1800000 1.55552e+06 25925 1 2 6 14 30 10 26630,26859 705 4 6-3-7-8-14
0.000555556 1800000 1.55663e+06 25943 1 1 11 14 60 1 26425,26665,26732 1 2 11-8-14
0.000555556 1800000 1.55869e+06 25978 1 2 8 1 3 10 26039,26466 61 3 8-7-3-1
0.000555556 1800000 1.56236e+06 26039 1 2 19 1 51 10 26286,26577 247 8 19-17-14-8-11-10-4-3-1
0.000555556 1800000 1.56554e+06 26092 1 2 19 5 3 10 26107,26758 15 5 19-18-11-10-4-5
0.000555556 1800000 1.56558e+06 26093 1 2 10 16 3 10 26507,27168 414 5 10-11-18-19-17-16
0.000555556 1800000 1.56772e+06 26128 1 2 13 10 2 10 26388,27247 260 5 13-12-14-8-11-10
0.000555556 1800000 1.57009e+06 26168 1 1 12 3 60 1 26310,26508,27260 1 4 12-14-8-7-3
0.000555556 1800000 1.57252e+06 26208 1 1 1 11 60 1 26429,26514,27300 0 4 1-7-9-10-11
0.000555556 1800000 1.58072e+06 26345 1 2 8 2 5 10 26637,26911 292 4 8-11-10-4-2
0.000555556 1800000 1.58192e+06 26365 1 2 4 8 7 10 26925,27257 560 3 4-10-11-8
0.000555556 1800000 1.5831e+06 26384 1 2 8 13 33 10 26815,27462 431 3 8-14-12-13
0.000555556 1800000 1.58681e+06 26446 1 1 15 10 60 1 26932,27366,27731 0 5 15-12-14-8-11-10
0.000555556 1800000 1.58806e+06 26467 1 2 1 15 9 10 26696,27322 242 9 1-7-9-10-11-18-19-17-16-15
0.000555556 1800000 1.58855e+06 26475 1 1 1 2 60 1 26640,27400,27418 0 1 1-2
0.000555556 1800000 1.58948e+06 26491 1 1 10 11 60 1 26541,26917,27053 0 1 10-11
0.000555556 1800000 1.59087e+06 26514 1 2 11 2 2 10 27067,27151 553 3 11-8-7-2
0.000555556 1800000 1.59152e+06 26525 1 1 2 16 60 1 26713,26755,27183 2 5 2-7-8-14-17-16
0.000555556 1800000 1.59159e+06 26526 1 2 8 4 3 10 26814,27446 288 3 8-11-10-4
0.000555556 1800000 1.59319e+06 26553 1 1 17 2 60 1 26658,27535,27768 1 4 17-14-8-7-2
0.000555556 1800000 1.5944e+06 26573 1 2 11 1 30 10 27451,27968 878 3 11-8-7-1
0.000555556 1800000 1.59483e+06 26580 1 1 5 11 60 1 26735,27269,27768 0 3 5-4-10-11
0.000555556 1800000 1.59488e+06 26581 1 2 19 8 5 10 27587,28012 1006 3 19-18-11-8
0.000555556 1800000 1.59602e+06 26600 1 2 1 13 7 10 26651,26717 102 10 1-7-9-10-11-18-19-17-16-15-13
0.000555556 1800000 1.59843e+06 26640 1 2 3 2 3 10 27096,27310 456 2 3-7-2
0.000555556 1800000 1.59854e+06 26642 1 2 6 7 2 10 26826,27842 184 2 6-3-7
0.000555556 1800000 1.59976e+06 26662 1 1 8 18 60 1 26978,26980,27615 0 2 8-11-18
0.000555556 1800000 1.6017e+06 26695 1 2 16 2 22 10 27192,27356 548 5 16-17-14-8-7-2
0.000555556 1800000 1.60597e+06 26766 1 1 15 14 60 1 26814,26975,27919 0 3 15-16-17-14
0.000555556 1800000 1.60598e+06 26766 1 2 2 17 3 10 26793,28060 27 4 2-7-8-14-17
0.000555556 1800000 1.6085e+06 26808 1 2 17 16 3 10 27718,28035 910 1 17-16
0.000555556 1800000 1.61147e+06 26857 1 2 2 13 48 10 27079,27098 222 6 2-1-7-8-14-12-13
0.000555556 1800000 1.61235e+06 26872 1 2 15 4 50 10 27490,27749 723 6 15-12-14-8-11-10-4
0.000555556 1800000 1.61281e+06 26880 1 2 8 4 30 10 26911,27151 31 3 8-7-3-4
0.000555556 1800000 1.61282e+06 26880 1 1 3 8 60 1 27344,27581,28057 0 2 3-7-8
0.000555556 1800000 1.61446e+06 26907 1 2 4 6 2 10 27159,27793 252 1 4-6
0.000555556 1800000 1.6145e+06 26908 1 2 1 11 2 10 27440,28316 532 3 1-7-8-11
0.000555556 1800000 1.62146e+06 27024 1 2 6 8 12 10 27419,28407 395 3 6-3-7-8
0.000555556 1800000 1.62363e+06 27060 1 1 11 5 60 1 27165,27202,28015 0 3 11-10-4-5
0.000555556 1800000 1.62778e+06 27129 1 2 14 10 40 10 28142,28151 1013 3 14-8-11-10
0.000555556 1800000 1.62794e+06 27132 1 2 9 5 4 10 28435,28493 1303 3 9-10-4-5
0.000555556 1800000 1.62973e+06 27162 1 1 5 15 60 1 27494,27554,28185 0 7 5-4-10-11-8-14-12-15
0.000555556 1800000 1.63036e+06 27172 1 1 9 15 60 1 27701,28255,28284 0 5 9-7-8-14-12-15
0.000555556 1800000 1.63354e+06 27225 1 1 9 17 60 1 27583,27968,28295 1 4 9-7-8-14-17
0.000555556 1800000 1.63524e+06 27253 1 1 16 17 60 1 27470,27735,28074 0 1 16-17
0.000555556 1800000 1.63977e+06 27329 1 1 4 14 60 1 27508,28020,28630 0 4 4-10-11-8-14
0.000555556 1800000 1.64099e+06 27349 1 1 7 1 60 1 27402,27601,28409 0 2 7-2-1
0.000555556 1800000 1.64193e+06 27365 1 2 14 10 9 10 27563,28227 280 3 14-8-11-10
0.000555556 1800000 1.642e+06 27366 1 1 5 16 60 1 27618,28410,28490 2 7 5-4-10-11-18-19-17-16
0.000555556 1800000 1.64272e+06 27378 1 2 16 17 17 10 27873,28578 495 1 16-17
0.000555556 1800000 1.64284e+06 27380 1 1 18 1 60 1 27511,28087,28308 0 4 18-11-8-7-1
0.000555556 1800000 1.64318e+06 27386 1 1 17 16 60 1 28153,28473,28686 0 1 17-16
0.000555556 1800000 1.64799e+06 27466 1 1 4 5 60 1 28366,28395,28562 0 1 4-5
0.000555556 1800000 1.64972e+06 27495 1 1 1 2 60 1 27717,28301,28692 0 1 1-2
0.000555556 1800000 1.65416e+06 27569 1 1 10 1 60 1 27849,28722,28788 0 3 10-9-7-1
