Arr_rate number Arr_Time  arr_TS  is_acc  is_USST src  dest  dur  rate  ARopt  selectedOp  pathLen  path
0.00111111 900000 72546.3 1209 1 1 3 17 60 1 1602,1642,1804 0 4 3-7-8-14-17
0.00111111 900000 72691.5 1211 1 2 16 3 10 10 1891,2543 696 7 16-17-19-18-11-10-4-3
0.00111111 900000 73269.9 1221 1 1 3 10 60 1 1658,2406,2554 0 2 3-4-10
0.00111111 900000 73465.5 1224 1 2 13 8 23 10 1365,1592 142 3 13-12-14-8
0.00111111 900000 73728.2 1228 1 1 14 5 60 1 1272,1436,1883 1 5 14-8-7-3-4-5
0.00111111 900000 73853.3 1230 1 2 10 8 57 10 1774,2318 544 2 10-11-8
0.00111111 900000 74544.5 1242 1 2 17 19 5 10 1796,2084 554 1 17-19
0.00111111 900000 77044 1284 1 2 11 9 9 10 2009,2249 725 2 11-10-9
0.00111111 900000 78714.6 1311 1 2 8 15 4 10 1322,1602 38 3 8-14-12-15
0.00111111 900000 78912.2 1315 1 2 5 12 15 10 1801,2328 486 6 5-4-3-7-8-14-12
0.00111111 900000 79418.2 1323 1 1 6 2 60 1 1446,1759,2531 0 3 6-3-7-2
0.00111111 900000 82602.6 1376 1 1 6 2 60 1 1454,2248,2647 0 3 6-3-7-2
0.00111111 900000 82937.5 1382 1 2 8 16 13 10 1542,1866 214 5 8-11-18-19-17-16
0.00111111 900000 83114.9 1385 1 2 16 15 16 10 1571,1639 186 1 16-15
0.00111111 900000 84575.1 1409 1 2 3 14 56 10 1719,2461 508 7 3-4-10-11-18-19-17-14
0.00111111 900000 84930.8 1415 1 2 8 16 4 10 2120,2638 706 5 8-11-18-19-17-16
0.00111111 900000 85537 1425 1 1 2 15 60 1 1761,2699,2758 1 5 2-7-8-14-12-15
0.00111111 900000 86293.8 1438 1 1 5 16 60 1 2004,2087,2438 0 7 5-4-3-7-8-14-17-16
0.00111111 900000 87531.7 1458 1 1 8 4 60 1 2136,2570,2718 0 3 8-7-3-4
0.00111111 900000 88572.5 1476 1 2 3 1 8 10 1745,2115 269 1 3-1
0.00111111 900000 88907.9 1481 1 1 1 10 60 1 1994,2005,2572 0 3 1-3-4-10
0.00111111 900000 91329 1522 1 1 13 8 60 1 2014,2459,2600 0 3 13-12-14-8
0.00111111 900000 91849.8 1530 1 2 16 12 32 10 1980,2407 450 2 16-15-12
0.00111111 900000 93584.1 1559 1 1 5 10 60 1 2381,2512,2690 0 2 5-4-10
0.00111111 900000 93893.9 1564 1 1 17 3 60 1 1891,2064,2272 1 4 17-14-8-7-3
0.00111111 900000 95107 1585 1 1 18 19 60 1 1846,1867,2202 0 1 18-19
0.00111111 900000 95608.1 1593 1 1 5 12 60 1 1714,1838,2202 0 6 5-4-3-7-8-14-12
0.00111111 900000 96660.5 1611 1 1 18 4 60 1 2491,2801,2900 0 3 18-11-10-4
0.00111111 900000 96692.9 1611 1 2 7 8 12 10 2707,2954 1096 4 7-9-10-11-8
0.00111111 900000 97131.5 1618 1 2 4 14 58 10 1972,2165 540 9 4-10-11-18-19-17-16-15-12-14
0.00111111 900000 97525.1 1625 1 1 2 1 60 1 2029,2674,2822 0 1 2-1
0.00111111 900000 98671.3 1644 1 2 17 6 35 10 2456,2919 812 5 17-14-8-7-3-6
0.00111111 900000 99301.8 1655 1 1 5 19 60 1 1801,2028,2375 1 7 5-4-10-11-8-14-17-19
0.00111111 900000 99369.1 1656 1 2 11 4 53 10 2147,2853 540 4 11-8-7-3-4
0.00111111 900000 99419.6 1656 1 2 14 12 18 10 2898,3035 1242 1 14-12
0.00111111 900000 100230 1670 1 2 19 3 2 10 2005,2103 335 9 19-18-11-10-9-7-2-4-6-3
0.00111111 900000 100335 1672 1 1 10 6 60 1 2417,2541,2998 0 2 10-4-6
0.00111111 900000 100846 1680 1 1 12 19 60 1 2161,2931,3006 1 3 12-14-17-19
0.00111111 900000 101662 1694 1 1 4 10 60 1 2767,2777,3010 0 1 4-10
0.00111111 900000 102994 1716 1 2 8 15 56 10 2356,2573 640 3 8-14-12-15
0.00111111 900000 105900 1765 1 2 6 12 6 10 2888,3108 1123 5 6-3-7-8-14-12
0.00111111 900000 106487 1774 1 1 15 3 60 1 2102,2192,2907 2 6 15-16-17-14-8-7-3
0.00111111 900000 107679 1794 1 2 3 13 7 10 1817,2192 23 5 3-7-8-14-12-13
0.00111111 900000 107696 1794 1 1 7 19 60 1 2617,2866,3020 0 4 7-8-11-18-19
0.00111111 900000 107857 1797 1 2 13 3 60 10 2387,2567 694 5 13-12-14-8-7-3
0.00111111 900000 108818 1813 1 2 8 3 43 10 2170,2271 416 9 8-14-17-19-18-11-10-4-6-3
0.00111111 900000 109128 1818 1 2 19 10 27 10 2170,2836 454 5 19-17-14-8-11-10
0.00111111 900000 110917 1848 1 1 13 12 60 1 1887,2392,2596 0 1 13-12
0.00111111 900000 112192 1869 1 1 6 4 60 1 2151,2756,2881 0 1 6-4
0.00111111 900000 112238 1870 1 1 10 15 60 1 1967,2575,2793 1 5 10-11-8-14-12-15
0.00111111 900000 112611 1876 1 1 6 3 60 1 1965,2471,2660 1 2 6-4-3
0.00111111 900000 113600 1893 1 1 18 19 60 1 2656,2851,3262 0 1 18-19
0.00111111 900000 114390 1906 1 2 14 18 16 10 2538,2894 645 3 14-8-11-18
0.00111111 900000 114918 1915 1 2 3 14 11 10 2028,2823 173 10 3-4-10-11-18-19-17-16-15-12-14
0.00111111 900000 116066 1934 1 2 16 19 10 10 3289,3329 1355 2 16-17-19
0.00111111 900000 118372 1972 1 1 15 12 60 1 2127,2801,3349 0 2 15-13-12
0.00111111 900000 118888 1981 1 2 8 10 14 10 2098,2150 118 2 8-11-10
0.00111111 900000 120526 2008 1 2 7 8 42 10 2407,2619 399 1 7-8
0.00111111 900000 121381 2023 1 2 16 1 38 10 2341,2781 337 7 16-17-19-18-11-8-7-1
0.00111111 900000 122330 2038 1 1 18 17 60 1 2571,2647,2939 0 2 18-19-17
0.00111111 900000 123411 2056 1 2 5 14 10 10 2311,2481 255 5 5-4-10-11-8-14
0.00111111 900000 126076 2101 1 1 8 10 60 1 2481,2968,3223 0 2 8-11-10
0.00111111 900000 126156 2102 1 1 12 3 60 1 2142,2161,3316 2 4 12-14-8-7-3
0.00111111 900000 127787 2129 1 1 19 12 60 1 2606,2910,2975 0 3 19-17-14-12
0.00111111 900000 130439 2173 1 1 3 7 60 1 2296,2756,3346 0 1 3-7
0.00111111 900000 130626 2177 1 1 10 16 60 1 2490,2664,3163 1 7 10-4-3-7-8-14-17-16
0.00111111 900000 131597 2193 1 1 17 6 60 1 2404,2672,3126 0 6 17-19-18-11-10-4-6
0.00111111 900000 132735 2212 1 1 10 1 60 1 2729,2773,3559 0 3 10-9-7-1
0.00111111 900000 133114 2218 1 2 7 13 19 10 2436,3216 506 10 7-3-4-10-11-18-19-17-16-15-13
0.00111111 900000 134290 2238 1 1 14 13 60 1 2711,3002,3127 0 2 14-12-13
0.00111111 900000 134762 2246 1 2 4 17 10 10 2463,2718 218 8 4-2-7-9-10-11-18-19-17
0.00111111 900000 135255 2254 1 2 19 17 8 10 2445,3429 220 1 19-17
0.00111111 900000 135709 2261 1 1 4 19 60 1 2511,2842,3162 2 4 4-10-11-18-19
0.00111111 900000 135750 2262 1 1 13 18 60 1 2407,2821,3142 1 5 13-15-16-17-19-18
0.00111111 900000 135960 2265 1 1 12 15 60 1 2414,2781,3216 0 1 12-15
0.00111111 900000 137561 2292 1 2 3 11 22 10 3196,3689 904 3 3-7-8-11
0.00111111 900000 139400 2323 1 2 15 18 47 10 3525,3547 1202 4 15-16-17-19-18
0.00111111 900000 140722 2345 1 1 16 19 60 1 3060,3226,3385 0 2 16-17-19
0.00111111 900000 140954 2349 1 2 17 13 23 10 3108,3700 759 3 17-14-12-13
0.00111111 900000 141781 2363 1 2 15 5 2 10 3334,3594 971 8 15-16-17-19-18-11-10-4-5
0.00111111 900000 142108 2368 1 2 14 18 13 10 3321,3373 953 3 14-17-19-18
0.00111111 900000 142799 2379 1 2 12 10 4 10 3038,3253 659 4 12-14-8-11-10
0.00111111 900000 143813 2396 1 1 14 6 60 1 3315,3492,3694 0 4 14-8-7-3-6
0.00111111 900000 144190 2403 1 1 16 12 60 1 2748,2757,2950 0 2 16-15-12
0.00111111 900000 144588 2409 1 1 3 18 60 1 2445,3415,3617 1 4 3-4-10-11-18
0.00111111 900000 145388 2423 1 2 18 13 8 10 2884,3357 461 5 18-19-17-16-15-13
0.00111111 900000 145764 2429 1 2 17 9 3 10 2545,3182 138 4 17-14-8-7-9
0.00111111 900000 147501 2458 1 2 17 14 4 10 3000,3439 542 1 17-14
0.00111111 900000 147604 2460 1 2 1 10 44 10 2612,3014 152 3 1-7-9-10
0.00111111 900000 147852 2464 1 1 15 1 60 1 2655,2877,3296 0 6 15-12-14-8-7-3-1
0.00111111 900000 148651 2477 1 1 16 12 60 1 3335,3487,3644 2 2 16-15-12
0.00111111 900000 152658 2544 1 1 9 3 60 1 2722,3574,3862 0 3 9-7-1-3
0.00111111 900000 152861 2547 1 2 10 16 9 10 3688,3817 1141 5 10-11-18-19-17-16
0.00111111 900000 153800 2563 1 1 3 2 60 1 3081,3460,3690 0 2 3-7-2
0.00111111 900000 158594 2643 1 1 11 6 60 1 3047,3275,3351 0 3 11-10-4-6
0.00111111 900000 158861 2647 1 2 17 10 32 10 3669,3988 1022 5 17-14-8-7-9-10
0.00111111 900000 159803 2663 1 1 9 17 60 1 3289,3409,3873 1 4 9-7-8-14-17
0.00111111 900000 161124 2685 1 2 16 2 25 10 2846,3716 306 6 16-15-12-14-8-7-2
0.00111111 900000 161392 2689 1 2 7 19 3 10 3197,3440 529 4 7-8-14-17-19
0.00111111 900000 163344 2722 1 2 6 13 4 10 3996,4017 1274 6 6-3-7-8-14-12-13
0.00111111 900000 166103 2768 1 1 15 10 60 1 2943,3614,3713 1 6 15-16-17-19-18-11-10
0.00111111 900000 167652 2794 1 1 4 8 60 1 3417,3758,4143 0 3 4-10-11-8
0.00111111 900000 167842 2797 1 2 13 14 45 10 3428,3789 631 2 13-12-14
0.00111111 900000 169974 2832 1 1 7 10 60 1 3204,3268,3753 0 2 7-9-10
0.00111111 900000 170691 2844 1 1 9 14 60 1 3644,3688,4209 2 3 9-7-8-14
0.00111111 900000 171191 2853 1 2 6 9 22 10 3361,4079 508 3 6-4-10-9
0.00111111 900000 171425 2857 1 2 12 3 43 10 3469,3652 612 7 12-15-16-17-14-8-7-3
0.00111111 900000 171635 2860 1 2 19 8 9 10 3375,3717 515 3 19-18-11-8
0.00111111 900000 171990 2866 1 1 7 3 60 1 3066,3201,3658 0 1 7-3
0.00111111 900000 172644 2877 1 1 6 11 60 1 2906,3418,4183 0 3 6-4-10-11
0.00111111 900000 173655 2894 1 1 15 19 60 1 3300,3794,4121 1 3 15-16-17-19
0.00111111 900000 173699 2894 1 2 12 16 9 10 3865,4264 971 2 12-15-16
0.00111111 900000 173759 2895 1 2 3 14 3 10 3516,4328 621 3 3-7-8-14
0.00111111 900000 174436 2907 1 2 19 7 28 10 3267,3953 375 4 19-18-11-8-7
0.00111111 900000 175271 2921 1 2 2 16 17 10 3261,4166 340 5 2-7-8-14-17-16
0.00111111 900000 175608 2926 1 2 14 9 43 10 3327,3888 593 3 14-8-7-9
0.00111111 900000 176538 2942 1 1 12 1 60 1 2964,3378,3938 1 7 12-15-16-17-14-8-7-1
0.00111111 900000 176689 2944 1 1 2 13 60 1 3054,3620,4083 0 9 2-4-10-11-18-19-17-16-15-13
0.00111111 900000 178856 2980 1 1 3 7 60 1 3687,3878,3958 0 1 3-7
0.00111111 900000 179874 2997 1 1 18 1 60 1 3077,3166,4208 0 4 18-11-8-7-1
0.00111111 900000 180184 3003 1 1 13 1 60 1 3235,4184,4366 1 5 13-12-14-8-7-1
0.00111111 900000 182705 3045 1 2 10 5 7 10 3293,4383 248 2 10-4-5
0.00111111 900000 182989 3049 1 2 8 10 28 10 3896,4160 847 2 8-11-10
0.00111111 900000 183694 3061 1 2 19 10 30 10 3737,4395 676 5 19-17-14-8-11-10
0.00111111 900000 184149 3069 0 1 15 8 60 1 3448,3654,3702 -1 -1 
0.00111111 900000 185427 3090 1 1 17 14 60 1 3147,3590,3663 0 1 17-14
0.00111111 900000 185753 3095 1 1 9 8 60 1 3108,3229,3984 0 2 9-7-8
0.00111111 900000 186319 3105 1 2 8 11 15 10 4040,4415 935 1 8-11
0.00111111 900000 187232 3120 1 2 9 12 19 10 3359,3950 442 4 9-7-8-14-12
0.00111111 900000 187823 3130 1 2 12 13 59 10 4076,4216 946 1 12-13
0.00111111 900000 188936 3148 1 2 3 6 4 10 3590,4173 442 1 3-6
0.00111111 900000 191736 3195 1 2 12 13 5 10 3479,3760 284 1 12-13
0.00111111 900000 191828 3197 1 1 2 8 60 1 3389,3590,3612 0 2 2-7-8
0.00111111 900000 192418 3206 1 1 16 10 60 1 3517,4089,4525 1 5 16-17-19-18-11-10
0.00111111 900000 193356 3222 0 2 13 17 49 10 3280,3476 -1 -1 
0.00111111 900000 194810 3246 1 1 2 1 60 1 3621,3975,4045 0 1 2-1
0.00111111 900000 195034 3250 1 2 7 8 3 10 4130,4517 880 1 7-8
0.00111111 900000 197532 3292 1 2 17 4 11 10 4303,4662 1011 5 17-19-18-11-10-4
0.00111111 900000 197656 3294 1 1 5 9 60 1 3608,4370,4417 0 3 5-4-10-9
0.00111111 900000 198643 3310 1 2 8 10 4 10 3945,4511 635 2 8-11-10
0.00111111 900000 198961 3316 1 1 8 12 60 1 4047,4247,4365 0 2 8-14-12
0.00111111 900000 199906 3331 1 1 6 3 60 1 3693,4403,4426 0 1 6-3
0.00111111 900000 200071 3334 1 2 14 12 36 10 3874,3893 540 1 14-12
0.00111111 900000 201380 3356 1 2 13 16 25 10 3445,4383 216 2 13-15-16
0.00111111 900000 201408 3356 1 2 13 17 2 10 3921,3983 565 3 13-15-16-17
0.00111111 900000 202714 3378 1 2 12 6 3 10 4035,4208 657 5 12-14-8-7-3-6
0.00111111 900000 203363 3389 1 1 8 19 60 1 3662,4610,4725 1 3 8-14-17-19
0.00111111 900000 203939 3398 1 2 13 19 52 10 3794,4278 512 4 13-12-14-17-19
0.00111111 900000 204296 3404 1 2 12 8 40 10 3668,4685 363 2 12-14-8
0.00111111 900000 204352 3405 1 1 18 9 60 1 4191,4503,4719 0 6 18-19-17-14-8-7-9
0.00111111 900000 205183 3419 1 2 1 15 49 10 3938,4008 543 9 1-7-9-10-11-18-19-17-16-15
0.00111111 900000 205603 3426 1 1 2 6 60 1 3946,4169,4533 0 2 2-4-6
0.00111111 900000 205665 3427 1 2 10 5 52 10 4609,4690 1182 2 10-4-5
0.00111111 900000 205851 3430 1 2 2 12 28 10 4560,4769 1130 4 2-7-8-14-12
0.00111111 900000 205860 3430 1 1 7 14 60 1 3795,4655,4797 1 2 7-8-14
0.00111111 900000 205902 3431 1 2 17 9 12 10 3789,4565 376 4 17-14-8-7-9
0.00111111 900000 206496 3441 1 1 15 12 60 1 3683,4222,4577 0 1 15-12
0.00111111 900000 206776 3446 1 2 18 6 13 10 4635,4733 1189 5 18-11-8-7-3-6
0.00111111 900000 207846 3464 1 1 6 5 60 1 3539,3852,4758 0 2 6-4-5
0.00111111 900000 208129 3468 1 2 6 19 12 10 3656,4618 206 5 6-4-10-11-18-19
0.00111111 900000 210652 3510 0 2 13 1 59 10 3639,4010 -1 -1 
0.00111111 900000 210880 3514 1 2 9 2 2 10 3775,3867 261 2 9-7-2
0.00111111 900000 211243 3520 1 2 19 7 2 10 4209,4408 710 6 19-18-11-10-4-3-7
0.00111111 900000 211388 3523 1 2 16 19 35 10 4040,4412 517 2 16-17-19
0.00111111 900000 212314 3538 1 1 16 10 60 1 4218,4449,4594 0 6 16-17-14-8-7-9-10
0.00111111 900000 213031 3550 1 1 15 1 60 1 4382,4488,4579 0 5 15-12-14-8-7-1
0.00111111 900000 213170 3552 1 2 6 16 27 10 3723,4301 215 7 6-4-10-11-18-19-17-16
0.00111111 900000 213274 3554 1 2 11 15 3 10 3989,4355 435 4 11-8-14-12-15
0.00111111 900000 216509 3608 1 1 9 12 60 1 3983,4190,4954 1 4 9-7-8-14-12
0.00111111 900000 217294 3621 1 2 15 16 36 10 3833,4462 253 1 15-16
0.00111111 900000 217798 3629 0 1 1 16 60 1 3734,3856,3926 -1 -1 
0.00111111 900000 219393 3656 1 1 2 10 60 1 4405,4837,4880 0 2 2-4-10
0.00111111 900000 219747 3662 1 2 15 3 14 10 3963,4988 301 5 15-12-14-8-7-3
0.00111111 900000 220334 3672 1 2 9 18 10 10 3790,4144 122 3 9-10-11-18
0.00111111 900000 221387 3689 1 2 14 18 8 10 4315,5054 626 3 14-8-11-18
0.00111111 900000 221517 3691 1 1 6 5 60 1 4289,4398,4882 0 2 6-4-5
0.00111111 900000 221989 3699 1 1 14 18 60 1 3981,4708,4947 1 3 14-8-11-18
0.00111111 900000 222757 3712 1 2 14 2 13 10 4149,5065 437 3 14-8-7-2
0.00111111 900000 225782 3763 1 1 13 14 60 1 3789,4106,4581 1 3 13-15-12-14
0.00111111 900000 226256 3770 1 1 17 10 60 1 4405,4585,4954 0 4 17-14-8-11-10
0.00111111 900000 226453 3774 1 1 15 11 60 1 4240,4484,5154 0 4 15-12-14-8-11
0.00111111 900000 227537 3792 1 2 9 13 4 10 4613,4746 878 8 9-10-11-18-19-17-16-15-13
0.00111111 900000 227736 3795 1 2 6 12 4 10 4070,4343 280 9 6-4-10-11-18-19-17-16-15-12
0.00111111 900000 228514 3808 1 1 14 8 60 1 3897,4044,5070 0 1 14-8
0.00111111 900000 228644 3810 1 2 18 19 4 10 4269,5001 459 1 18-19
0.00111111 900000 228989 3816 1 2 5 15 13 10 4446,5135 649 7 5-4-10-11-8-14-12-15
0.00111111 900000 229199 3819 1 2 10 7 21 10 4358,4613 539 2 10-9-7
0.00111111 900000 229242 3820 0 1 6 13 60 1 3904,4155,4523 -1 -1 
0.00111111 900000 230645 3844 1 1 10 17 60 1 4606,4692,4730 0 4 10-11-18-19-17
0.00111111 900000 230691 3844 1 2 8 16 7 10 4333,4620 489 3 8-14-17-16
0.00111111 900000 230733 3845 1 2 2 7 49 10 4149,4347 304 3 2-4-3-7
0.00111111 900000 231173 3852 1 2 3 15 35 10 4409,5113 626 5 3-7-8-14-12-15
0.00111111 900000 231313 3855 1 1 1 7 60 1 4311,4771,5145 0 1 1-7
0.00111111 900000 233718 3895 1 1 4 17 60 1 4816,4892,5212 0 5 4-10-11-8-14-17
0.00111111 900000 233952 3899 1 2 9 5 2 10 4665,4812 766 3 9-10-4-5
0.00111111 900000 236793 3946 1 2 5 16 48 10 4160,4798 532 7 5-4-10-11-18-19-17-16
0.00111111 900000 237053 3950 1 2 7 3 6 10 4593,4611 643 1 7-3
0.00111111 900000 237338 3955 1 2 18 15 21 10 4212,5291 385 5 18-11-8-14-12-15
0.00111111 900000 240275 4004 1 2 4 10 17 10 4237,4338 233 1 4-10
0.00111111 900000 240563 4009 1 2 16 1 16 10 4061,4628 140 8 16-17-19-18-11-10-9-7-1
0.00111111 900000 241128 4018 1 1 17 12 60 1 4294,4385,4974 1 2 17-14-12
0.00111111 900000 241422 4023 1 1 18 11 60 1 4807,4900,4990 0 1 18-11
0.00111111 900000 241820 4030 1 2 7 2 10 10 4182,4778 152 1 7-2
0.00111111 900000 243979 4066 1 2 12 1 15 10 4073,4372 100 4 12-14-8-7-1
0.00111111 900000 245459 4090 1 2 8 1 4 10 4205,4459 115 5 8-11-10-4-3-1
0.00111111 900000 245908 4098 1 1 5 18 60 1 4443,4916,5217 1 4 5-4-10-11-18
0.00111111 900000 246188 4103 1 1 9 1 60 1 5010,5035,5185 0 2 9-7-1
0.00111111 900000 247015 4116 1 1 8 11 60 1 4274,5308,5339 1 1 8-11
0.00111111 900000 247692 4128 1 2 12 18 9 10 5098,5354 970 4 12-14-8-11-18
0.00111111 900000 248000 4133 1 1 13 8 60 1 4157,5054,5413 2 3 13-12-14-8
0.00111111 900000 248221 4137 1 2 1 9 16 10 4256,5320 141 2 1-7-9
0.00111111 900000 248794 4146 1 2 17 19 3 10 4347,5014 201 1 17-19
0.00111111 900000 251581 4193 1 2 14 15 21 10 4247,5573 85 3 14-17-16-15
0.00111111 900000 253313 4221 1 2 2 12 2 10 4861,5270 655 4 2-7-8-14-12
0.00111111 900000 255452 4257 1 2 11 16 2 10 5310,5523 1053 4 11-18-19-17-16
0.00111111 900000 255856 4264 1 1 10 6 60 1 5155,5187,5428 0 2 10-4-6
0.00111111 900000 256703 4278 1 1 9 11 60 1 4519,5240,5285 1 2 9-10-11
0.00111111 900000 257346 4289 1 2 4 3 6 10 4450,4515 161 1 4-3
0.00111111 900000 258079 4301 1 2 3 13 51 10 4554,4605 253 9 3-4-10-11-18-19-17-16-15-13
0.00111111 900000 258100 4301 1 2 11 16 8 10 4330,5417 49 4 11-18-19-17-16
0.00111111 900000 258484 4308 1 1 13 17 60 1 4517,4889,5262 1 3 13-15-16-17
0.00111111 900000 258628 4310 1 1 2 9 60 1 4565,4646,4937 0 3 2-1-7-9
0.00111111 900000 258771 4312 1 1 1 10 60 1 4611,4964,5029 1 3 1-7-9-10
0.00111111 900000 258885 4314 1 2 8 5 6 10 4888,5540 574 4 8-11-10-4-5
0.00111111 900000 259120 4318 1 1 8 5 60 1 5358,5626,5698 0 4 8-11-10-4-5
0.00111111 900000 259756 4329 1 1 13 18 60 1 5433,5611,5651 0 5 13-15-16-17-19-18
0.00111111 900000 260154 4335 1 1 13 12 60 1 5149,5339,5523 0 1 13-12
0.00111111 900000 261970 4366 1 1 9 13 60 1 4489,4814,4823 1 5 9-7-8-14-12-13
0.00111111 900000 263268 4387 1 1 16 7 60 1 4682,5104,5462 0 4 16-17-14-8-7
0.00111111 900000 263919 4398 1 2 9 18 4 10 4426,4770 128 3 9-10-11-18
0.00111111 900000 264683 4411 1 1 10 1 60 1 4867,5049,5708 0 3 10-9-7-1
0.00111111 900000 265649 4427 1 1 4 8 60 1 5548,5613,5799 0 3 4-10-11-8
0.00111111 900000 265680 4427 1 1 9 7 60 1 4544,4748,5499 0 1 9-7
0.00111111 900000 265882 4431 1 1 10 13 60 1 5154,5170,5749 0 5 10-11-8-14-12-13
0.00111111 900000 266927 4448 1 2 4 12 15 10 4577,4806 140 5 4-2-7-8-14-12
0.00111111 900000 267213 4453 1 1 11 7 60 1 5263,5297,5353 0 2 11-8-7
0.00111111 900000 268837 4480 1 1 16 1 60 1 4967,5085,5697 0 5 16-17-14-8-7-1
0.00111111 900000 269846 4497 1 1 18 10 60 1 4821,5428,5767 0 2 18-11-10
0.00111111 900000 270571 4509 1 2 8 14 2 10 4610,5011 165 5 8-11-18-19-17-14
0.00111111 900000 270933 4515 1 1 9 6 60 1 4580,5304,5314 1 3 9-10-4-6
0.00111111 900000 272321 4538 1 1 17 1 60 1 4927,5182,5349 0 4 17-14-8-7-1
0.00111111 900000 272624 4543 1 1 9 17 60 1 5016,5314,5630 0 4 9-7-8-14-17
0.00111111 900000 272681 4544 1 1 14 11 60 1 4724,5385,5687 0 2 14-8-11
0.00111111 900000 273590 4559 1 1 18 12 60 1 4903,4933,5874 0 4 18-11-8-14-12
0.00111111 900000 274260 4570 1 2 16 18 2 10 5266,5385 706 3 16-17-19-18
0.00111111 900000 275602 4593 1 2 5 12 7 10 5299,5889 730 6 5-4-3-7-8-14-12
0.00111111 900000 275662 4594 1 2 1 4 6 10 4812,5972 218 2 1-3-4
0.00111111 900000 276055 4600 1 1 10 8 60 1 5526,5570,5976 0 2 10-11-8
0.00111111 900000 276262 4604 1 1 8 10 60 1 5449,5589,5638 0 2 8-11-10
0.00111111 900000 276535 4608 1 2 16 1 4 10 5606,5802 998 5 16-17-14-8-7-1
0.00111111 900000 276934 4615 1 2 19 16 35 10 5483,5923 878 2 19-17-16
0.00111111 900000 278415 4640 1 2 18 13 22 10 4697,4845 102 5 18-19-17-16-15-13
0.00111111 900000 280198 4669 1 2 7 18 3 10 4928,5309 307 5 7-3-4-10-11-18
0.00111111 900000 280362 4672 1 2 18 3 2 10 5345,6030 708 6 18-19-17-14-8-7-3
0.00111111 900000 281555 4692 1 2 13 8 34 10 5415,6062 781 3 13-12-14-8
0.00111111 900000 281955 4699 1 2 5 18 2 10 4774,5356 75 4 5-4-10-11-18
0.00111111 900000 282188 4703 0 2 15 10 48 10 4929,5209 -1 -1 
0.00111111 900000 284285 4738 1 2 18 1 12 10 5695,5766 957 4 18-11-8-7-1
0.00111111 900000 284839 4747 1 2 1 2 3 10 5639,5793 892 1 1-2
0.00111111 900000 289349 4822 1 2 14 4 2 10 5705,5787 883 6 14-17-19-18-11-10-4
0.00111111 900000 290689 4844 1 2 12 3 12 10 5664,5901 820 4 12-14-8-7-3
0.00111111 900000 291387 4856 1 2 3 15 41 10 5560,5696 704 5 3-7-8-14-12-15
0.00111111 900000 292235 4870 1 2 18 19 7 10 6264,6277 1394 1 18-19
0.00111111 900000 292710 4878 1 2 4 10 5 10 5308,5538 459 9 4-3-7-8-14-17-19-18-11-10
0.00111111 900000 293416 4890 1 2 15 14 13 10 5240,5701 350 2 15-12-14
0.00111111 900000 295533 4925 1 2 8 12 19 10 6103,6113 1178 2 8-14-12
0.00111111 900000 296111 4935 1 2 18 11 2 10 5916,6108 981 1 18-11
0.00111111 900000 296679 4944 1 1 17 11 60 1 5835,6077,6318 0 3 17-19-18-11
0.00111111 900000 297392 4956 1 2 1 19 9 10 5306,5454 386 5 1-7-8-14-17-19
0.00111111 900000 300997 5016 1 1 1 6 60 1 5439,5646,5967 0 2 1-3-6
0.00111111 900000 301208 5020 1 1 5 16 60 1 5198,5528,5704 0 7 5-4-10-11-8-14-17-16
0.00111111 900000 301916 5031 1 2 14 2 16 10 5419,5911 476 3 14-8-7-2
0.00111111 900000 302180 5036 1 1 4 16 60 1 5179,5753,5783 0 6 4-10-11-8-14-17-16
0.00111111 900000 302342 5039 1 2 13 14 2 10 5851,6094 812 2 13-12-14
0.00111111 900000 303846 5064 1 2 17 12 2 10 5784,6012 720 2 17-14-12
0.00111111 900000 304810 5080 1 2 9 11 30 10 5116,5380 36 2 9-10-11
0.00111111 900000 305672 5094 1 1 18 17 60 1 5566,6244,6323 1 4 18-11-8-14-17
0.00111111 900000 306640 5110 1 1 6 9 60 1 5996,5998,6132 0 3 6-4-10-9
0.00111111 900000 309562 5159 1 1 14 19 60 1 5210,5332,5449 0 2 14-17-19
0.00111111 900000 309607 5160 1 1 19 9 60 1 5382,5792,6024 0 4 19-18-11-10-9
0.00111111 900000 310025 5167 1 1 16 17 60 1 5213,5446,6122 0 1 16-17
0.00111111 900000 310150 5169 1 1 7 10 60 1 5890,6246,6291 0 2 7-9-10
0.00111111 900000 310161 5169 1 1 12 8 60 1 5382,5517,5608 0 2 12-14-8
0.00111111 900000 312489 5208 1 1 7 10 60 1 5445,5925,6539 0 2 7-9-10
0.00111111 900000 312537 5208 1 2 5 9 17 10 6041,6176 833 4 5-4-3-7-9
0.00111111 900000 313119 5218 1 1 4 15 60 1 5259,5959,6347 0 6 4-10-11-8-14-12-15
0.00111111 900000 313653 5227 1 2 19 18 2 10 5433,5789 266 1 19-18
0.00111111 900000 314769 5246 1 1 1 16 60 1 5280,5988,6588 1 5 1-7-8-14-17-16
0.00111111 900000 314796 5246 1 2 11 14 3 10 5298,5896 52 4 11-18-19-17-14
0.00111111 900000 314954 5249 1 1 17 2 60 1 5539,6300,6500 1 4 17-14-8-7-2
0.00111111 900000 318375 5306 1 2 7 8 2 10 5751,5947 445 1 7-8
0.00111111 900000 319572 5326 1 2 7 14 15 10 5755,6124 429 2 7-8-14
