ARrate CBP avgLength FirstARperc SecondARperc ThirdARperc 
50 0 2.22059 100 0 0 
60 0 2.15491 100 0 0 
70 0 2.19076 100 0 0 
80 0 2.15684 100 0 0 
90 0.328947 2.20792 100 0 0 
100 0.705645 2.21929 100 0 0 
110 1.2624 2.27763 100 0 0 
120 7.2 2.39828 100 0 0 
130 7.99701 2.31438 100 0 0 
140 10.3906 2.34375 100 0 0 
150 14.4371 2.33282 100 0 0 
160 16.4897 2.34779 100 0 0 
170 21.4444 2.3338 100 0 0 
180 24.031 2.3258 100 0 0 
190 25.4902 2.28947 100 0 0 
200 27.3821 2.29558 100 0 0 
