ARrate CBP avgLength FirstARperc SecondARperc ThirdARperc 
50 0 2.21639 100 0 0 
60 0 2.15491 100 0 0 
70 0 2.16841 100 0 0 
80 0 2.13551 100 0 0 
90 0 2.125 100 0 0 
100 0 2.13105 100 0 0 
110 0 2.13886 100 0 0 
120 0 2.1848 100 0 0 
130 0 2.15471 100 0 0 
140 0 2.17097 100 0 0 
150 0 2.13775 100 0 0 
160 0 2.15615 100 0 0 
170 0 2.14889 100 0 0 
180 0 2.17553 100 0 0 
190 0 2.16357 100 0 0 
200 0 2.14193 100 0 0 
